Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
348,2019,Dindigul,Cyber Crime,Female,Afternoon,Semi-Urban,1,No,Low
349,2020,Madurai,Economic Offense,Female,Night,Urban,1,No,Moderate
350,2015,Salem,Economic Offense,Male,Evening,Urban,3,No,Moderate
351,2024,Erode,Sexual Crime,Other,Morning,Urban,3,No,High
352,2023,Salem,Property Crime,Female,Morning,Semi-Urban,3,No,Low
353,2015,Tirunelveli,Property Crime,Female,Morning,Semi-Urban,2,Yes,Very Low
354,2023,Salem,Property Crime,Other,Morning,Urban,4,Yes,Low
355,2014,Chennai,Economic Offense,Female,Morning,Urban,2,No,Low
356,2021,Salem,Cyber Crime,Other,Morning,Semi-Urban,5,No,Moderate
357,2014,Tiruchirappalli,Sexual Crime,Male,Night,Rural,1,No,High
358,2022,Vellore,Violent Crime,Female,Evening,Urban,5,Yes,Moderate
359,2024,Madurai,Cyber Crime,Female,Night,Urban,5,Yes,Moderate
360,2019,Salem,Violent Crime,Other,Night,Urban,1,Yes,Moderate
361,2020,Coimbatore,Cyber Crime,Other,Evening,Semi-Urban,5,Yes,Low
362,2023,Vellore,Property Crime,Other,Night,Urban,3,No,Moderate
363,2020,Vellore,Economic Offense,Other,Afternoon,Urban,1,No,Low
364,2023,Salem,Violent Crime,Female,Night,Urban,5,Yes,High
365,2016,Vellore,Cyber Crime,Male,Morning,Urban,3,Yes,Low
366,2015,Erode,Economic Offense,Male,Afternoon,Urban,3,No,Moderate
367,2022,Salem,Violent Crime,Male,Afternoon,Rural,4,No,High
368,2021,Chennai,Sexual Crime,Male,Evening,Rural,3,No,High
369,2023,Tirunelveli,Cyber Crime,Other,Night,Urban,2,No,Moderate
370,2020,Tiruchirappalli,Sexual Crime,Female,Night,Urban,1,No,High
371,2022,Thoothukudi,Property Crime,Female,Afternoon,Urban,1,Yes,Very Low
372,2017,Dindigul,Sexual Crime,Female,Night,Urban,1,No,High
373,2017,Vellore,Sexual Crime,Other,Night,Semi-Urban,5,Yes,High
374,2014,Chennai,Cyber Crime,Female,Evening,Semi-Urban,5,Yes,Low
375,2021,Madurai,Property Crime,Other,Afternoon,Semi-Urban,2,No,Very Low
376,2016,Madurai,Sexual Crime,Female,Morning,Rural,3,Yes,High
377,2020,Dindigul,Economic Offense,Male,Afternoon,Urban,5,Yes,Low
378,2015,Tiruchirappalli,Violent Crime,Other,Evening,Semi-Urban,3,No,Moderate
379,2015,Vellore,Sexual Crime,Female,Evening,Urban,3,Yes,Moderate
380,2020,Erode,Property Crime,Male,Evening,Urban,5,No,Low
381,2019,Dindigul,Sexual Crime,Male,Night,Rural,5,No,Very High
382,2016,Tiruchirappalli,Violent Crime,Male,Afternoon,Rural,2,Yes,Low
383,2022,Vellore,Property Crime,Other,Night,Semi-Urban,4,No,Moderate
384,2023,Chennai,Cyber Crime,Other,Night,Semi-Urban,1,No,Moderate
385,2019,Tirunelveli,Property Crime,Female,Afternoon,Rural,5,Yes,Low
386,2023,Erode,Cyber Crime,Male,Evening,Rural,5,No,Moderate
387,2023,Thoothukudi,Property Crime,Female,Morning,Urban,3,Yes,Low
388,2019,Madurai,Violent Crime,Female,Morning,Urban,4,Yes,Moderate
389,2014,Coimbatore,Violent Crime,Male,Afternoon,Semi-Urban,5,No,Moderate
390,2017,Chennai,Property Crime,Female,Afternoon,Semi-Urban,4,Yes,Low
391,2023,Madurai,Sexual Crime,Other,Evening,Rural,1,No,Moderate
392,2019,Salem,Violent Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
393,2019,Coimbatore,Cyber Crime,Male,Afternoon,Urban,2,No,Low
394,2024,Madurai,Cyber Crime,Other,Evening,Rural,1,No,Low
395,2018,Tiruchirappalli,Economic Offense,Other,Evening,Urban,4,Yes,Low
396,2014,Erode,Cyber Crime,Female,Night,Rural,4,Yes,High
397,2021,Madurai,Economic Offense,Female,Afternoon,Rural,1,No,Low
398,2018,Thoothukudi,Property Crime,Other,Morning,Urban,4,No,Low
399,2018,Tirunelveli,Property Crime,Female,Afternoon,Semi-Urban,2,Yes,Very Low
400,2020,Tiruchirappalli,Property Crime,Male,Morning,Semi-Urban,2,No,Very Low
401,2017,Chennai,Sexual Crime,Female,Morning,Semi-Urban,4,No,High
402,2019,Chennai,Sexual Crime,Female,Morning,Semi-Urban,4,Yes,Moderate
403,2017,Chennai,Economic Offense,Other,Night,Urban,2,Yes,Low
404,2016,Chennai,Cyber Crime,Female,Evening,Rural,4,No,Moderate
405,2020,Tirunelveli,Cyber Crime,Female,Evening,Urban,5,Yes,Low
406,2021,Madurai,Property Crime,Female,Night,Semi-Urban,3,Yes,Moderate
407,2017,Vellore,Violent Crime,Male,Evening,Semi-Urban,5,No,Moderate
408,2015,Madurai,Sexual Crime,Female,Night,Urban,4,Yes,High
409,2023,Salem,Sexual Crime,Male,Afternoon,Rural,4,Yes,High
410,2016,Erode,Property Crime,Male,Night,Urban,3,No,Moderate
411,2014,Coimbatore,Sexual Crime,Male,Evening,Urban,4,Yes,Moderate
412,2021,Vellore,Property Crime,Male,Evening,Urban,3,No,Low
413,2016,Vellore,Economic Offense,Other,Afternoon,Rural,2,Yes,Low
414,2023,Madurai,Cyber Crime,Male,Night,Urban,3,Yes,Moderate
415,2020,Vellore,Violent Crime,Female,Afternoon,Urban,3,No,Moderate
416,2023,Dindigul,Cyber Crime,Male,Morning,Semi-Urban,5,Yes,Low
417,2018,Dindigul,Cyber Crime,Female,Night,Urban,4,Yes,Moderate
418,2023,Salem,Economic Offense,Male,Afternoon,Semi-Urban,2,Yes,Very Low
419,2018,Coimbatore,Sexual Crime,Other,Afternoon,Semi-Urban,1,Yes,Low
420,2020,Thoothukudi,Violent Crime,Male,Evening,Semi-Urban,3,Yes,Moderate
421,2022,Tirunelveli,Sexual Crime,Male,Night,Rural,1,Yes,High
422,2018,Madurai,Cyber Crime,Other,Morning,Semi-Urban,4,No,Moderate
423,2014,Tirunelveli,Property Crime,Male,Morning,Urban,3,Yes,Low
424,2023,Thoothukudi,Cyber Crime,Female,Night,Urban,1,Yes,Low
425,2023,Madurai,Sexual Crime,Male,Night,Semi-Urban,5,No,Very High
426,2014,Madurai,Cyber Crime,Male,Afternoon,Semi-Urban,1,No,Low
427,2015,Coimbatore,Property Crime,Male,Evening,Urban,5,No,Low
428,2019,Tirunelveli,Economic Offense,Other,Evening,Semi-Urban,2,Yes,Very Low
429,2022,Dindigul,Sexual Crime,Male,Evening,Rural,4,No,High
430,2021,Chennai,Cyber Crime,Male,Night,Semi-Urban,1,No,Moderate
431,2018,Tirunelveli,Sexual Crime,Female,Evening,Rural,3,Yes,High
432,2014,Erode,Economic Offense,Male,Afternoon,Rural,4,No,Moderate
433,2020,Erode,Cyber Crime,Male,Night,Rural,1,Yes,Moderate
434,2018,Madurai,Cyber Crime,Male,Night,Semi-Urban,3,Yes,Moderate
435,2019,Chennai,Sexual Crime,Male,Evening,Rural,3,Yes,High
436,2020,Tiruchirappalli,Sexual Crime,Female,Morning,Rural,3,Yes,High
437,2016,Thoothukudi,Property Crime,Female,Morning,Semi-Urban,3,Yes,Low
438,2023,Salem,Economic Offense,Other,Afternoon,Rural,1,No,Low
439,2016,Chennai,Property Crime,Male,Evening,Semi-Urban,2,Yes,Very Low
440,2018,Salem,Cyber Crime,Other,Evening,Urban,5,No,Moderate
441,2019,Tirunelveli,Sexual Crime,Other,Night,Rural,5,Yes,Very High
442,2022,Tirunelveli,Cyber Crime,Male,Night,Semi-Urban,5,No,High
443,2018,Salem,Cyber Crime,Female,Evening,Urban,2,Yes,Very Low
444,2014,Thoothukudi,Violent Crime,Female,Night,Rural,3,Yes,High
445,2017,Chennai,Violent Crime,Male,Evening,Rural,3,Yes,Moderate
446,2018,Tiruchirappalli,Cyber Crime,Male,Afternoon,Semi-Urban,4,No,Moderate
447,2023,Madurai,Sexual Crime,Female,Night,Urban,5,No,Very High
448,2023,Coimbatore,Cyber Crime,Male,Evening,Semi-Urban,5,No,Moderate
449,2018,Tirunelveli,Violent Crime,Male,Night,Rural,3,Yes,High
450,2020,Erode,Sexual Crime,Male,Afternoon,Rural,5,Yes,High
451,2017,Thoothukudi,Cyber Crime,Female,Night,Rural,3,No,High
452,2014,Coimbatore,Economic Offense,Other,Evening,Rural,3,Yes,Moderate
453,2018,Tiruchirappalli,Economic Offense,Other,Night,Urban,3,No,High
454,2020,Vellore,Cyber Crime,Male,Night,Urban,1,Yes,Low
455,2023,Madurai,Sexual Crime,Female,Evening,Semi-Urban,1,No,Moderate
456,2023,Tirunelveli,Cyber Crime,Male,Morning,Semi-Urban,1,No,Low
457,2019,Madurai,Cyber Crime,Female,Night,Semi-Urban,1,Yes,Low
458,2018,Coimbatore,Violent Crime,Male,Night,Rural,2,No,High
459,2017,Madurai,Economic Offense,Female,Afternoon,Semi-Urban,4,Yes,Low
460,2015,Vellore,Violent Crime,Female,Morning,Urban,4,Yes,Moderate
461,2017,Coimbatore,Violent Crime,Other,Afternoon,Semi-Urban,3,Yes,Moderate
462,2023,Tirunelveli,Cyber Crime,Male,Evening,Semi-Urban,5,No,Moderate
463,2023,Chennai,Violent Crime,Other,Evening,Urban,1,No,Low
464,2016,Erode,Economic Offense,Other,Afternoon,Urban,4,No,Moderate
465,2023,Coimbatore,Violent Crime,Female,Night,Rural,4,Yes,High
466,2014,Dindigul,Economic Offense,Male,Morning,Urban,1,Yes,Very Low
467,2021,Vellore,Violent Crime,Female,Afternoon,Urban,2,No,Low
468,2018,Coimbatore,Economic Offense,Female,Afternoon,Semi-Urban,2,Yes,Very Low
469,2017,Coimbatore,Violent Crime,Female,Evening,Urban,4,Yes,Moderate
470,2021,Dindigul,Violent Crime,Male,Night,Rural,2,No,High
471,2020,Tirunelveli,Sexual Crime,Male,Morning,Semi-Urban,1,No,Moderate
472,2015,Coimbatore,Economic Offense,Female,Afternoon,Rural,4,Yes,Moderate
473,2014,Erode,Economic Offense,Male,Morning,Urban,1,Yes,Very Low
474,2024,Madurai,Economic Offense,Female,Morning,Rural,2,No,Low
475,2017,Tirunelveli,Property Crime,Male,Afternoon,Rural,1,No,Low
476,2021,Erode,Violent Crime,Male,Morning,Urban,2,Yes,Low
477,2015,Tirunelveli,Economic Offense,Other,Evening,Urban,2,Yes,Very Low
478,2016,Erode,Property Crime,Female,Night,Semi-Urban,1,Yes,Low
479,2014,Vellore,Sexual Crime,Other,Night,Semi-Urban,2,No,High
480,2014,Erode,Economic Offense,Other,Night,Semi-Urban,3,Yes,Moderate
481,2016,Salem,Economic Offense,Female,Evening,Urban,1,Yes,Very Low
482,2024,Erode,Property Crime,Female,Evening,Rural,3,Yes,Low
483,2018,Chennai,Violent Crime,Male,Evening,Rural,1,Yes,Low
484,2016,Chennai,Sexual Crime,Female,Night,Semi-Urban,2,Yes,Moderate
485,2014,Thoothukudi,Economic Offense,Other,Morning,Semi-Urban,2,Yes,Very Low
486,2014,Salem,Violent Crime,Other,Evening,Urban,4,No,Moderate
487,2021,Salem,Sexual Crime,Female,Afternoon,Rural,4,No,High
488,2023,Madurai,Cyber Crime,Other,Evening,Semi-Urban,3,No,Moderate
489,2024,Salem,Cyber Crime,Male,Afternoon,Urban,2,Yes,Very Low
490,2015,Madurai,Sexual Crime,Other,Night,Semi-Urban,4,No,Very High
491,2016,Thoothukudi,Property Crime,Male,Afternoon,Urban,2,Yes,Very Low
492,2015,Thoothukudi,Sexual Crime,Other,Evening,Rural,1,Yes,Moderate
493,2016,Vellore,Sexual Crime,Male,Evening,Urban,4,Yes,Moderate
494,2020,Chennai,Property Crime,Male,Morning,Semi-Urban,3,Yes,Low
495,2014,Erode,Property Crime,Female,Night,Semi-Urban,4,Yes,Moderate
496,2023,Erode,Violent Crime,Male,Afternoon,Rural,2,No,Moderate
497,2021,Dindigul,Violent Crime,Female,Night,Rural,5,No,Very High
498,2023,Dindigul,Property Crime,Other,Evening,Semi-Urban,5,No,Low
499,2023,Tiruchirappalli,Cyber Crime,Other,Morning,Semi-Urban,2,Yes,Very Low
500,2023,Tirunelveli,Cyber Crime,Other,Evening,Semi-Urban,1,No,Low
501,2015,Vellore,Sexual Crime,Male,Evening,Rural,4,Yes,High
502,2016,Tiruchirappalli,Economic Offense,Other,Evening,Semi-Urban,5,No,Moderate
503,2022,Tiruchirappalli,Sexual Crime,Other,Afternoon,Rural,1,No,Moderate
504,2020,Coimbatore,Sexual Crime,Female,Evening,Semi-Urban,2,No,Moderate
505,2017,Coimbatore,Economic Offense,Female,Night,Urban,1,No,Moderate
506,2023,Tiruchirappalli,Property Crime,Other,Night,Urban,2,No,Low
507,2018,Salem,Cyber Crime,Other,Morning,Semi-Urban,4,No,Moderate
508,2015,Tirunelveli,Sexual Crime,Male,Night,Urban,1,Yes,Moderate
509,2024,Vellore,Economic Offense,Male,Evening,Rural,4,Yes,Moderate
510,2021,Tiruchirappalli,Violent Crime,Other,Evening,Urban,1,Yes,Low
511,2017,Erode,Sexual Crime,Female,Night,Urban,2,Yes,Moderate
512,2022,Tirunelveli,Cyber Crime,Other,Morning,Rural,2,Yes,Low
513,2018,Coimbatore,Property Crime,Male,Morning,Urban,1,No,Very Low
514,2022,Erode,Sexual Crime,Female,Night,Urban,2,Yes,Moderate
515,2017,Coimbatore,Sexual Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
516,2023,Coimbatore,Economic Offense,Male,Afternoon,Rural,3,Yes,Moderate
517,2018,Tirunelveli,Violent Crime,Other,Afternoon,Rural,4,Yes,Moderate
518,2022,Coimbatore,Violent Crime,Other,Afternoon,Semi-Urban,3,Yes,Moderate
519,2021,Thoothukudi,Property Crime,Other,Night,Semi-Urban,3,Yes,Moderate
520,2016,Chennai,Cyber Crime,Male,Morning,Urban,5,Yes,Low
521,2014,Thoothukudi,Property Crime,Female,Evening,Urban,5,Yes,Low
522,2016,Chennai,Sexual Crime,Male,Evening,Urban,5,Yes,Moderate
523,2017,Dindigul,Sexual Crime,Other,Night,Semi-Urban,5,No,Very High
524,2015,Dindigul,Violent Crime,Male,Evening,Rural,2,Yes,Low
525,2014,Coimbatore,Cyber Crime,Female,Afternoon,Urban,4,Yes,Low
526,2020,Vellore,Economic Offense,Male,Morning,Semi-Urban,4,No,Moderate
527,2021,Vellore,Cyber Crime,Other,Night,Rural,3,No,High
528,2020,Chennai,Sexual Crime,Female,Morning,Semi-Urban,4,Yes,Moderate
529,2018,Erode,Economic Offense,Male,Night,Urban,3,Yes,Moderate
530,2014,Tirunelveli,Cyber Crime,Male,Night,Semi-Urban,4,Yes,Moderate
531,2020,Coimbatore,Cyber Crime,Female,Night,Semi-Urban,1,No,Moderate
532,2020,Tirunelveli,Economic Offense,Female,Night,Semi-Urban,1,Yes,Low
533,2022,Thoothukudi,Sexual Crime,Other,Morning,Semi-Urban,4,No,High
534,2016,Vellore,Cyber Crime,Female,Evening,Rural,2,No,Low
535,2022,Salem,Economic Offense,Other,Night,Urban,3,No,High
536,2014,Thoothukudi,Sexual Crime,Male,Afternoon,Rural,4,No,High
537,2014,Thoothukudi,Economic Offense,Other,Night,Semi-Urban,3,No,High
538,2017,Chennai,Economic Offense,Male,Morning,Semi-Urban,5,Yes,Low
539,2022,Madurai,Cyber Crime,Female,Night,Urban,4,Yes,Moderate
540,2019,Thoothukudi,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
541,2024,Coimbatore,Cyber Crime,Female,Morning,Rural,5,No,Moderate
542,2016,Tiruchirappalli,Property Crime,Male,Night,Rural,4,No,High
543,2014,Tiruchirappalli,Property Crime,Male,Afternoon,Urban,1,No,Very Low
544,2017,Coimbatore,Sexual Crime,Male,Morning,Rural,4,Yes,High
545,2022,Madurai,Economic Offense,Male,Night,Semi-Urban,1,No,Moderate
546,2016,Madurai,Cyber Crime,Other,Afternoon,Semi-Urban,1,No,Low
547,2022,Chennai,Cyber Crime,Male,Morning,Urban,4,Yes,Low
548,2020,Vellore,Sexual Crime,Other,Night,Rural,4,Yes,Very High
549,2017,Tirunelveli,Sexual Crime,Female,Morning,Semi-Urban,1,Yes,Low
550,2016,Madurai,Property Crime,Female,Afternoon,Urban,3,Yes,Low
551,2023,Salem,Violent Crime,Other,Night,Rural,5,No,Very High
552,2018,Chennai,Sexual Crime,Female,Night,Semi-Urban,2,No,High
553,2018,Dindigul,Violent Crime,Female,Night,Rural,4,No,Very High
554,2016,Erode,Sexual Crime,Male,Afternoon,Rural,5,No,High
555,2022,Dindigul,Economic Offense,Male,Evening,Rural,5,No,Moderate
556,2017,Chennai,Economic Offense,Male,Night,Urban,3,No,High
557,2024,Thoothukudi,Property Crime,Other,Afternoon,Semi-Urban,5,No,Low
558,2018,Tirunelveli,Property Crime,Other,Morning,Urban,4,No,Low
559,2017,Erode,Violent Crime,Female,Morning,Semi-Urban,5,No,Moderate
560,2018,Dindigul,Sexual Crime,Male,Afternoon,Semi-Urban,4,Yes,Moderate
561,2020,Erode,Cyber Crime,Other,Evening,Urban,4,No,Moderate
562,2022,Salem,Property Crime,Other,Afternoon,Urban,1,Yes,Very Low
563,2020,Salem,Cyber Crime,Male,Morning,Semi-Urban,3,Yes,Low
564,2018,Salem,Cyber Crime,Other,Morning,Semi-Urban,2,Yes,Very Low
565,2023,Chennai,Sexual Crime,Male,Night,Semi-Urban,1,Yes,Moderate
566,2023,Tirunelveli,Violent Crime,Female,Evening,Rural,2,No,Moderate
567,2020,Chennai,Sexual Crime,Female,Afternoon,Semi-Urban,4,Yes,Moderate
568,2023,Tiruchirappalli,Property Crime,Female,Morning,Urban,1,Yes,Very Low
569,2018,Thoothukudi,Cyber Crime,Male,Morning,Urban,5,No,Moderate
570,2016,Thoothukudi,Sexual Crime,Other,Morning,Urban,5,Yes,Moderate
571,2020,Salem,Sexual Crime,Female,Afternoon,Semi-Urban,2,No,Moderate
572,2024,Tiruchirappalli,Sexual Crime,Female,Afternoon,Semi-Urban,4,No,High
573,2024,Madurai,Property Crime,Female,Evening,Rural,2,No,Low
574,2015,Madurai,Violent Crime,Other,Night,Rural,3,No,Very High
575,2022,Salem,Sexual Crime,Other,Night,Urban,5,Yes,High
576,2023,Dindigul,Property Crime,Male,Night,Rural,1,No,Moderate
577,2023,Chennai,Cyber Crime,Female,Morning,Rural,1,Yes,Low
578,2014,Salem,Economic Offense,Other,Night,Urban,1,Yes,Low
579,2019,Vellore,Property Crime,Male,Morning,Semi-Urban,5,No,Low
580,2020,Erode,Economic Offense,Female,Evening,Rural,4,Yes,Moderate
581,2021,Thoothukudi,Sexual Crime,Other,Morning,Semi-Urban,5,No,High
582,2023,Madurai,Sexual Crime,Other,Evening,Urban,5,Yes,Moderate
583,2022,Coimbatore,Property Crime,Male,Evening,Urban,1,Yes,Very Low
584,2015,Madurai,Economic Offense,Female,Night,Rural,5,Yes,High
585,2024,Thoothukudi,Sexual Crime,Female,Night,Urban,1,Yes,Moderate
586,2023,Erode,Cyber Crime,Other,Morning,Urban,4,No,Moderate
587,2015,Thoothukudi,Violent Crime,Female,Afternoon,Urban,3,No,Moderate
588,2018,Coimbatore,Violent Crime,Male,Night,Rural,1,Yes,Moderate
589,2018,Salem,Sexual Crime,Other,Night,Rural,2,Yes,High
590,2019,Tiruchirappalli,Economic Offense,Other,Afternoon,Rural,3,Yes,Moderate
591,2016,Coimbatore,Sexual Crime,Male,Afternoon,Urban,4,Yes,Moderate
592,2021,Thoothukudi,Economic Offense,Other,Night,Semi-Urban,3,No,High
593,2014,Thoothukudi,Cyber Crime,Female,Afternoon,Urban,1,Yes,Very Low
594,2019,Vellore,Economic Offense,Female,Morning,Rural,4,Yes,Moderate
595,2017,Vellore,Sexual Crime,Other,Evening,Semi-Urban,2,Yes,Low
596,2014,Tirunelveli,Cyber Crime,Male,Evening,Semi-Urban,1,No,Low
597,2020,Vellore,Property Crime,Male,Night,Rural,1,Yes,Low
598,2022,Chennai,Violent Crime,Female,Night,Semi-Urban,4,No,High
599,2017,Tiruchirappalli,Sexual Crime,Male,Morning,Semi-Urban,4,No,High
600,2017,Erode,Sexual Crime,Other,Afternoon,Rural,3,Yes,High
601,2019,Coimbatore,Sexual Crime,Other,Night,Semi-Urban,2,Yes,Moderate
602,2016,Thoothukudi,Cyber Crime,Female,Evening,Semi-Urban,3,Yes,Low
603,2019,Tirunelveli,Property Crime,Female,Morning,Rural,3,No,Moderate
604,2020,Tirunelveli,Economic Offense,Female,Morning,Semi-Urban,1,No,Low
605,2024,Erode,Property Crime,Male,Afternoon,Semi-Urban,4,Yes,Low
606,2023,Tiruchirappalli,Cyber Crime,Other,Night,Semi-Urban,1,No,Moderate
607,2023,Coimbatore,Sexual Crime,Other,Night,Semi-Urban,2,Yes,Moderate
608,2016,Madurai,Violent Crime,Other,Morning,Rural,3,Yes,Moderate
609,2020,Vellore,Sexual Crime,Female,Evening,Urban,2,Yes,Low
610,2016,Salem,Economic Offense,Other,Night,Urban,4,Yes,Moderate
611,2015,Tirunelveli,Violent Crime,Male,Evening,Semi-Urban,4,Yes,Moderate
612,2023,Vellore,Sexual Crime,Male,Morning,Rural,5,Yes,High
613,2017,Vellore,Violent Crime,Other,Night,Rural,2,No,High
614,2021,Chennai,Property Crime,Female,Evening,Semi-Urban,1,No,Very Low
615,2022,Tiruchirappalli,Cyber Crime,Other,Morning,Urban,2,No,Low
616,2020,Salem,Sexual Crime,Male,Evening,Semi-Urban,3,Yes,Moderate
617,2014,Madurai,Economic Offense,Male,Night,Rural,4,Yes,High
618,2016,Thoothukudi,Property Crime,Male,Afternoon,Rural,4,Yes,Low
619,2022,Chennai,Sexual Crime,Other,Evening,Urban,2,No,Moderate
620,2014,Vellore,Property Crime,Male,Afternoon,Rural,2,Yes,Very Low
621,2022,Vellore,Economic Offense,Female,Night,Rural,2,No,Moderate
622,2021,Dindigul,Sexual Crime,Other,Afternoon,Rural,3,Yes,High
623,2014,Salem,Economic Offense,Other,Morning,Urban,3,No,Moderate
624,2019,Salem,Violent Crime,Male,Afternoon,Rural,1,Yes,Low
625,2018,Dindigul,Economic Offense,Male,Evening,Semi-Urban,2,Yes,Very Low
626,2019,Salem,Violent Crime,Female,Evening,Urban,1,No,Low
627,2023,Vellore,Sexual Crime,Other,Afternoon,Semi-Urban,5,No,High
628,2018,Tirunelveli,Violent Crime,Male,Morning,Semi-Urban,3,No,Moderate
629,2019,Coimbatore,Sexual Crime,Female,Night,Urban,4,Yes,High
630,2018,Vellore,Sexual Crime,Male,Afternoon,Semi-Urban,5,No,High
631,2024,Chennai,Cyber Crime,Other,Evening,Urban,4,No,Moderate
632,2018,Tiruchirappalli,Sexual Crime,Male,Evening,Semi-Urban,5,Yes,Moderate
633,2017,Dindigul,Violent Crime,Other,Afternoon,Urban,1,Yes,Low
634,2016,Madurai,Cyber Crime,Male,Afternoon,Rural,1,No,Low
635,2016,Thoothukudi,Cyber Crime,Other,Afternoon,Rural,3,Yes,Moderate
636,2017,Madurai,Sexual Crime,Female,Night,Semi-Urban,4,No,Very High
637,2022,Vellore,Economic Offense,Other,Evening,Rural,5,No,Moderate
638,2015,Chennai,Economic Offense,Female,Evening,Urban,2,No,Low
639,2022,Vellore,Cyber Crime,Other,Evening,Semi-Urban,2,Yes,Very Low
640,2014,Tiruchirappalli,Sexual Crime,Female,Night,Rural,3,No,Very High
641,2014,Tirunelveli,Economic Offense,Male,Morning,Rural,4,No,Moderate
642,2018,Thoothukudi,Sexual Crime,Other,Evening,Semi-Urban,2,Yes,Low
643,2019,Tiruchirappalli,Sexual Crime,Male,Evening,Rural,3,No,High
644,2019,Dindigul,Cyber Crime,Female,Morning,Rural,3,No,Moderate
645,2016,Dindigul,Cyber Crime,Other,Night,Semi-Urban,4,No,High
646,2020,Vellore,Property Crime,Other,Morning,Rural,2,Yes,Very Low
647,2022,Chennai,Economic Offense,Male,Morning,Rural,2,No,Low
648,2024,Tiruchirappalli,Economic Offense,Other,Morning,Rural,2,Yes,Low
649,2023,Erode,Economic Offense,Other,Morning,Rural,1,Yes,Low
650,2021,Chennai,Violent Crime,Male,Night,Semi-Urban,2,No,Moderate
651,2019,Tirunelveli,Sexual Crime,Other,Night,Urban,5,No,Very High
652,2021,Dindigul,Cyber Crime,Male,Morning,Urban,1,Yes,Very Low
653,2018,Vellore,Economic Offense,Male,Afternoon,Rural,1,No,Low
654,2021,Salem,Property Crime,Male,Afternoon,Rural,1,No,Low
655,2023,Dindigul,Economic Offense,Male,Afternoon,Urban,1,Yes,Very Low
656,2017,Thoothukudi,Sexual Crime,Male,Afternoon,Rural,3,No,High
657,2023,Coimbatore,Sexual Crime,Female,Evening,Urban,5,No,High
658,2021,Salem,Cyber Crime,Female,Night,Semi-Urban,4,Yes,Moderate
659,2023,Vellore,Violent Crime,Male,Night,Semi-Urban,2,No,Moderate
660,2015,Erode,Cyber Crime,Female,Morning,Semi-Urban,1,Yes,Very Low
661,2018,Salem,Economic Offense,Female,Evening,Semi-Urban,4,Yes,Low
662,2022,Thoothukudi,Property Crime,Other,Morning,Semi-Urban,3,No,Low
663,2017,Chennai,Cyber Crime,Male,Morning,Semi-Urban,4,Yes,Low
664,2024,Erode,Violent Crime,Female,Night,Urban,1,No,Moderate
